user_id,persona,trend_affinity,age_group,gender_identity,income_bracket,dietary_restriction
U01278,,gut-health,25-34,Woman,Low,None
U01279,fitness,protein,45-54,Man,Medium,Vegan
U01280,casual,gut-health,25-34,Man,Medium,Vegetarian
U01281,casual,protein,25-34,Non-binary,High,Kosher
U01282,casual,protein,25-34,Woman,High,Kosher
U01283,premium,protein,18-24,Woman,Medium,Vegan
U01284,casual,low-sugar,35-44,Woman,High,Jain
U01285,fitness,plant-based,25-34,Woman,High,None
U01286,budget,plant-based,25-34,Man,Medium,Vegetarian
U01287,premium,clean-label,45-54,Man,Medium,None
U01288,premium,clean-label,35-44,Non-binary,High,Vegan
U01289,,protein,18-24,Woman,Low,None
U01290,casual,gut-health,55+,Woman,Medium,Kosher
U01291,premium,plant-based,45-54,Woman,High,None
U01292,casual,low-sugar,25-34,Man,Medium,Pescatarian
U01293,budget,clean-label,25-34,Man,Medium,Vegan
U01294,fitness,protein,35-44,Man,Medium,None
U01295,fitness,low-sugar,18-24,Man,Medium,Vegan
U01296,budget,protein,55+,Man,High,Kosher
U01297,premium,protein,35-44,Woman,Medium,Jain
U01298,fitness,gut-health,45-54,Man,High,None
U01299,fitness,plant-based,18-24,Man,Low,Halal
U01300,fitness,protein,18-24,Non-binary,High,Vegetarian
U01301,premium,plant-based,25-34,Prefer not to say,High,Jain
U01302,casual,clean-label,45-54,Man,Medium,None
U01303,premium,plant-based,25-34,Woman,Medium,Jain
U01304,premium,clean-label,18-24,Woman,Medium,Halal
U01305,premium,gut-health,25-34,Man,High,Pescatarian
U01306,budget,clean-label,45-54,Woman,Medium,Jain
U01307,casual,protein,25-34,Woman,Low,Halal
U01308,,clean-label,35-44,Man,High,None
U01309,budget,protein,18-24,Man,Medium,Vegetarian
U01310,premium,low-sugar,35-44,Man,Medium,None
U01311,fitness,gut-health,45-54,Woman,Low,Kosher
U01312,premium,gut-health,45-54,Prefer not to say,Medium,Pescatarian
U01313,casual,clean-label,25-34,Man,Medium,Pescatarian
U01314,premium,gut-health,25-34,Woman,Low,Pescatarian
U01315,casual,protein,35-44,Woman,High,None
U01316,budget,plant-based,25-34,Woman,Medium,None
U01317,fitness,clean-label,25-34,Man,Low,Vegan
U01318,casual,clean-label,25-34,Woman,High,None
U01319,budget,protein,18-24,Man,Medium,None
U01320,budget,protein,18-24,Woman,Medium,Vegan
U01321,casual,clean-label,35-44,Woman,Low,None
U01322,casual,gut-health,18-24,Woman,Medium,Vegan
U01323,premium,gut-health,35-44,Man,Medium,Jain
U01324,premium,low-sugar,55+,Man,Medium,None
U01325,premium,clean-label,45-54,Woman,Medium,None
U01326,casual,gut-health,25-34,Woman,Low,None
U01327,casual,low-sugar,45-54,Woman,Medium,None
U01328,fitness,low-sugar,18-24,Woman,Medium,None
U01329,budget,protein,55+,Man,Medium,None
U01330,fitness,clean-label,45-54,Man,Medium,None
U01331,premium,plant-based,25-34,Woman,High,None
U01332,premium,clean-label,18-24,Woman,Medium,None
U01333,casual,low-sugar,25-34,Woman,Medium,None
U01334,,gut-health,18-24,Man,Low,None
U01335,casual,plant-based,25-34,Woman,High,Halal
U01336,casual,gut-health,35-44,Woman,Medium,None
U01337,fitness,low-sugar,25-34,Man,Medium,Vegetarian
U01338,premium,clean-label,18-24,Man,High,None
U01339,fitness,protein,25-34,Non-binary,High,None
U01340,budget,plant-based,18-24,Woman,High,None
U01341,casual,plant-based,35-44,Man,High,Vegan
U01342,budget,low-sugar,55+,Man,Medium,Pescatarian
U01343,fitness,gut-health,55+,Non-binary,Medium,None
U01344,budget,clean-label,18-24,Non-binary,Medium,Kosher
U01345,budget,low-sugar,35-44,Man,Medium,None
U01346,budget,plant-based,25-34,Woman,High,Vegetarian
U01347,budget,protein,55+,Woman,High,None
U01348,premium,low-sugar,25-34,Man,High,None
U01349,casual,protein,45-54,Non-binary,Medium,None
U01350,casual,low-sugar,35-44,Woman,Medium,None
U01351,budget,protein,18-24,Man,Medium,None
U01352,premium,low-sugar,35-44,Man,High,None
U01353,premium,gut-health,35-44,Man,Medium,None
U01354,fitness,protein,25-34,Non-binary,Low,None
U01355,premium,gut-health,35-44,Non-binary,High,Vegan
U01356,,clean-label,25-34,Man,Low,None
U01357,casual,gut-health,18-24,Woman,Medium,Vegan
U01358,casual,gut-health,18-24,Man,Medium,None
U01359,fitness,clean-label,25-34,Woman,Medium,None
U01360,casual,gut-health,25-34,Woman,Medium,Vegetarian
U01361,fitness,low-sugar,45-54,Man,Medium,Vegan
U01362,budget,protein,55+,Woman,Medium,None
U01363,premium,protein,18-24,Prefer not to say,Medium,None
U01364,casual,protein,25-34,Woman,Low,Vegetarian
U01365,premium,clean-label,35-44,Woman,Low,None
U01366,casual,gut-health,35-44,Woman,Medium,Kosher
U01367,fitness,clean-label,25-34,Woman,Medium,Vegetarian
U01368,casual,protein,18-24,Non-binary,Medium,None
U01369,budget,protein,45-54,Man,Medium,None
U01370,budget,gut-health,45-54,Non-binary,High,Jain
U01371,fitness,protein,35-44,Man,Medium,Vegetarian
U01372,fitness,protein,25-34,Prefer not to say,Medium,None
U01373,fitness,plant-based,35-44,Woman,High,Vegan
U01374,budget,plant-based,18-24,Woman,Medium,None
U01375,premium,plant-based,18-24,Man,Low,None
U01376,fitness,protein,55+,Man,Low,None
U01377,premium,protein,25-34,Man,High,None
U01378,fitness,protein,45-54,Man,Low,None
U01379,budget,protein,25-34,Woman,Medium,Pescatarian
U01380,budget,gut-health,35-44,Woman,Medium,None
U01381,fitness,gut-health,25-34,Woman,High,Vegetarian
U01382,fitness,gut-health,18-24,Woman,Medium,None
U01383,casual,protein,25-34,Man,High,None
U01384,casual,clean-label,18-24,Man,Medium,Vegan
U01385,,plant-based,35-44,Woman,Medium,None
U01386,casual,gut-health,35-44,Woman,Medium,None
U01387,budget,gut-health,45-54,Woman,Medium,None
U01388,casual,gut-health,35-44,Man,Low,None
U01389,premium,gut-health,18-24,Man,Low,None
U01390,premium,low-sugar,35-44,Man,Medium,None
U01391,casual,clean-label,45-54,Man,High,None
U01392,budget,plant-based,25-34,Woman,Low,Jain
U01393,budget,protein,25-34,Man,High,None
U01394,budget,low-sugar,45-54,Woman,Medium,None
U01395,casual,clean-label,35-44,Non-binary,Medium,None
U01396,premium,protein,45-54,Man,Low,None
U01397,budget,gut-health,25-34,Woman,High,None
U01398,premium,plant-based,35-44,Woman,Medium,Pescatarian
U01399,casual,clean-label,18-24,Woman,Medium,Vegan
U01400,fitness,low-sugar,25-34,Man,High,Kosher
U01401,fitness,clean-label,35-44,Man,High,None
U01402,premium,plant-based,35-44,Woman,Medium,Kosher
U01403,fitness,plant-based,25-34,Woman,Medium,None
U01404,budget,gut-health,45-54,Woman,High,None
U01405,casual,clean-label,25-34,Man,Medium,Vegetarian
U01406,premium,gut-health,18-24,Man,Medium,None
U01407,fitness,protein,35-44,Man,Low,None
U01408,premium,clean-label,25-34,Man,High,Jain
U01409,budget,protein,45-54,Man,Medium,Pescatarian
U01410,premium,low-sugar,35-44,Woman,Medium,Vegetarian
U01411,premium,protein,25-34,Man,Low,Jain
U01412,premium,clean-label,55+,Man,High,Vegan
U01413,budget,protein,25-34,Woman,Low,Pescatarian
U01414,fitness,plant-based,55+,Man,Low,None
U01415,,protein,18-24,Woman,Medium,None
U01416,,plant-based,25-34,Woman,Medium,Halal
U01417,casual,gut-health,35-44,Man,Low,Halal
U01418,casual,plant-based,25-34,Man,Low,Vegetarian
U01419,budget,gut-health,45-54,Woman,High,None
U01420,fitness,clean-label,18-24,Man,Low,Kosher
U01421,budget,gut-health,18-24,Man,Low,Vegetarian
U01422,budget,low-sugar,35-44,Man,Medium,Kosher
U01423,,protein,45-54,Man,High,None
U01424,fitness,low-sugar,35-44,Woman,Medium,None
U01425,premium,plant-based,18-24,Man,High,None
U01426,premium,plant-based,18-24,Woman,Medium,Pescatarian
U01427,casual,clean-label,35-44,Non-binary,Medium,None
U01428,fitness,clean-label,55+,Man,Medium,Jain
U01429,budget,low-sugar,25-34,Man,Medium,Vegan
U01430,premium,clean-label,18-24,Man,Low,Vegetarian
U01431,casual,protein,25-34,Woman,Medium,None
U01432,casual,low-sugar,25-34,Woman,Medium,None
U01433,casual,protein,25-34,Man,Low,Jain
U01434,budget,clean-label,25-34,Woman,Medium,None
U01435,fitness,gut-health,18-24,Woman,Medium,None
U01436,,plant-based,18-24,Man,High,None
U01437,premium,clean-label,18-24,Man,High,None
U01438,budget,plant-based,35-44,Man,Medium,Jain
U01439,budget,gut-health,35-44,Man,Medium,Halal
U01440,budget,low-sugar,18-24,Man,Medium,None
U01441,premium,low-sugar,18-24,Man,High,Vegan
U01442,casual,protein,35-44,Woman,Low,None
U01443,fitness,clean-label,18-24,Man,High,None
U01444,budget,low-sugar,35-44,Woman,Medium,Vegan
U01445,casual,plant-based,55+,Man,Medium,None
U01446,,plant-based,18-24,Woman,High,None
U01447,premium,low-sugar,45-54,Man,Medium,None
U01448,premium,protein,25-34,Man,Low,None
U01449,fitness,plant-based,18-24,Man,Medium,Vegan
U01450,premium,plant-based,55+,Woman,Low,Vegan
U01451,budget,protein,18-24,Woman,Medium,None
U01452,fitness,clean-label,18-24,Woman,Medium,Jain
U01453,casual,plant-based,18-24,Man,Medium,Vegetarian
U01454,budget,low-sugar,18-24,Prefer not to say,Medium,None
U01455,casual,gut-health,35-44,Man,High,None
U01456,premium,protein,25-34,Man,High,None
U01457,budget,plant-based,18-24,Man,Low,Jain
U01458,fitness,protein,18-24,Woman,Low,Pescatarian
U01459,fitness,plant-based,25-34,Man,Medium,Vegetarian
U01460,casual,protein,18-24,Man,Low,None
U01461,premium,protein,25-34,Non-binary,Low,Vegetarian
U01462,casual,protein,35-44,Man,Low,Pescatarian
U01463,premium,plant-based,18-24,Woman,Low,Halal
U01464,premium,clean-label,25-34,Woman,Medium,None
U01465,budget,protein,25-34,Woman,High,Kosher
U01466,premium,low-sugar,35-44,Woman,Low,None
U01467,casual,plant-based,18-24,Man,Medium,None
U01468,fitness,protein,25-34,Man,Low,Pescatarian
U01469,premium,plant-based,18-24,Woman,Low,Vegetarian
U01470,casual,gut-health,35-44,Woman,Medium,None
U01471,casual,low-sugar,45-54,Man,High,None
U01472,premium,plant-based,45-54,Woman,High,None
U01473,fitness,clean-label,25-34,Man,Medium,Pescatarian
U01474,premium,low-sugar,25-34,Man,Low,None
U01475,premium,plant-based,45-54,Man,Low,Vegetarian
U01476,casual,clean-label,35-44,Woman,Medium,None
U01477,budget,gut-health,55+,Non-binary,Low,Vegan
U01478,casual,low-sugar,25-34,Woman,Low,Vegetarian
U01479,fitness,clean-label,18-24,Woman,Medium,None
U01480,,low-sugar,25-34,Man,Medium,None
U01481,fitness,low-sugar,18-24,Man,Medium,None
U01482,budget,plant-based,25-34,Man,Medium,Pescatarian
U01483,fitness,low-sugar,25-34,Woman,Low,None
U01484,,clean-label,25-34,Man,Medium,None
U01485,fitness,protein,45-54,Woman,Medium,Vegetarian
U01486,fitness,low-sugar,25-34,Man,High,Vegetarian
U01487,fitness,protein,45-54,Woman,Low,Pescatarian
U01488,premium,low-sugar,18-24,Non-binary,Low,None
U01489,casual,clean-label,35-44,Man,Medium,None
U01490,premium,low-sugar,55+,Non-binary,Low,None
U01491,budget,clean-label,25-34,Woman,Low,None
U01492,casual,plant-based,18-24,Non-binary,High,None
U01493,casual,low-sugar,18-24,Woman,Low,Pescatarian
U01494,budget,plant-based,18-24,Woman,Medium,None
U01495,premium,plant-based,18-24,Woman,Medium,None
U01496,casual,plant-based,35-44,Woman,High,Vegan
U01497,budget,clean-label,18-24,Man,High,Vegan
U01498,premium,protein,35-44,Non-binary,Medium,None
U01499,budget,plant-based,18-24,Woman,Low,Vegan
U01500,casual,gut-health,18-24,Man,High,None
U01501,premium,protein,55+,Non-binary,Medium,Vegetarian
U01502,fitness,low-sugar,55+,Man,Medium,None
U01503,fitness,gut-health,25-34,Woman,Low,Jain
U01504,fitness,low-sugar,25-34,Man,Medium,None
U01505,budget,low-sugar,45-54,Woman,Low,None
U01506,fitness,plant-based,25-34,Man,Low,None
U01507,budget,gut-health,55+,Man,Medium,None
U01508,budget,plant-based,18-24,Woman,Medium,Kosher
U01509,casual,plant-based,18-24,Woman,High,Vegetarian
U01510,budget,low-sugar,18-24,Woman,Medium,None
U01511,budget,low-sugar,55+,Woman,High,Vegan
U01512,fitness,clean-label,18-24,Woman,Medium,None
U01513,casual,protein,18-24,Woman,Medium,None
U01514,budget,low-sugar,35-44,Woman,Medium,None
U01515,fitness,low-sugar,35-44,Man,High,None
U01516,fitness,clean-label,25-34,Woman,Low,None
U01517,fitness,plant-based,25-34,Man,Low,Kosher
U01518,casual,low-sugar,25-34,Woman,High,None
U01519,budget,protein,18-24,Woman,Low,Vegan
U01520,premium,clean-label,18-24,Man,Medium,None
U01521,premium,gut-health,45-54,Non-binary,Low,None
U01522,,gut-health,18-24,Man,Medium,Kosher
U01523,fitness,protein,18-24,Man,High,None
U01524,fitness,protein,35-44,Woman,Low,Kosher
U01525,budget,gut-health,35-44,Man,Low,Vegetarian
U01526,casual,gut-health,18-24,Man,High,None
U01527,budget,gut-health,18-24,Man,Low,Vegan
U01528,casual,low-sugar,25-34,Man,Medium,None
U01529,fitness,gut-health,18-24,Woman,High,None
U01530,budget,clean-label,18-24,Woman,High,Vegan
U01531,premium,low-sugar,25-34,Woman,High,None
U01532,budget,protein,25-34,Man,High,Vegetarian
U01533,premium,plant-based,25-34,Man,Medium,None
U01534,fitness,plant-based,25-34,Man,High,Vegan
U01535,casual,plant-based,35-44,Woman,Low,None
U01536,premium,plant-based,35-44,Woman,Medium,None
U01537,premium,low-sugar,45-54,Woman,Medium,Vegetarian
U01538,budget,protein,35-44,Man,Low,Pescatarian
U01539,fitness,clean-label,35-44,Man,High,Vegetarian
U01540,premium,protein,25-34,Woman,Medium,None
U01541,budget,low-sugar,25-34,Man,High,Vegetarian
U01542,premium,gut-health,25-34,Man,Medium,None
U01543,premium,clean-label,25-34,Woman,Low,Vegetarian
U01544,premium,gut-health,25-34,Man,Medium,Vegan
U01545,budget,low-sugar,25-34,Man,Medium,None
U01546,fitness,gut-health,35-44,Woman,Medium,None
U01547,premium,clean-label,55+,Woman,Medium,None
U01548,casual,gut-health,35-44,Prefer not to say,Medium,None
U01549,fitness,low-sugar,18-24,Man,High,None
U01550,fitness,plant-based,18-24,Woman,Low,None
U01551,budget,protein,18-24,Man,Medium,None
U01552,premium,low-sugar,55+,Man,Medium,Kosher
U01553,casual,low-sugar,25-34,Man,High,None
U01554,budget,gut-health,18-24,Woman,High,None
U01555,casual,low-sugar,35-44,Woman,High,None
U01556,casual,plant-based,18-24,Woman,Medium,None
U01557,premium,low-sugar,25-34,Man,High,Vegetarian
U01558,fitness,low-sugar,45-54,Man,Low,None
U01559,budget,plant-based,18-24,Man,Low,None
U01560,premium,clean-label,35-44,Woman,Medium,Vegetarian
U01561,premium,plant-based,55+,Man,Medium,None
U01562,premium,clean-label,35-44,Man,Low,Kosher
U01563,budget,gut-health,18-24,Woman,Low,Kosher
U01564,casual,plant-based,25-34,Non-binary,Medium,None
U01565,premium,plant-based,25-34,Non-binary,Low,Halal
U01566,premium,protein,45-54,Woman,Medium,Vegan
U01567,budget,low-sugar,18-24,Woman,High,Vegetarian
U01568,budget,clean-label,25-34,Woman,Medium,None
U01569,budget,low-sugar,25-34,Woman,Low,None
U01570,premium,plant-based,35-44,Woman,Medium,None
U01571,casual,clean-label,25-34,Man,Medium,Vegan
U01572,casual,gut-health,18-24,Man,Medium,None
U01573,fitness,low-sugar,45-54,Man,High,None
U01574,budget,protein,18-24,Man,Medium,None
U01575,fitness,clean-label,25-34,Woman,Medium,Pescatarian
U01576,fitness,plant-based,25-34,Non-binary,Low,None
U01577,casual,low-sugar,18-24,Woman,Low,Vegetarian
U01578,casual,gut-health,35-44,Woman,Low,None
U01579,fitness,plant-based,25-34,Man,Low,None
U01580,casual,clean-label,25-34,Woman,Low,Vegan
U01581,fitness,clean-label,35-44,Man,Medium,None
U01582,budget,protein,35-44,Woman,Medium,None
U01583,casual,plant-based,45-54,Man,Low,Vegetarian
U01584,premium,plant-based,25-34,Man,High,Vegan
U01585,premium,clean-label,25-34,Woman,Low,Vegetarian
U01586,casual,low-sugar,18-24,Man,Low,Halal
U01587,budget,low-sugar,25-34,Woman,Low,Jain
U01588,premium,clean-label,35-44,Woman,Low,Halal
U01589,premium,gut-health,25-34,Man,Low,Kosher
U01590,budget,protein,25-34,Man,Medium,None
U01591,casual,gut-health,18-24,Man,High,None
U01592,casual,plant-based,18-24,Woman,Medium,None
U01593,fitness,gut-health,25-34,Woman,High,None
U01594,fitness,protein,18-24,Woman,Low,Vegetarian
U01595,casual,gut-health,55+,Woman,Medium,None
U01596,,plant-based,45-54,Woman,Medium,None
U01597,premium,protein,35-44,Woman,High,Vegetarian
U01598,fitness,plant-based,25-34,Woman,Medium,None
U01599,budget,plant-based,35-44,Woman,Medium,None
U01600,premium,protein,25-34,Woman,Medium,None
U01601,premium,gut-health,25-34,Man,Medium,None
U01602,premium,protein,35-44,Man,Low,None
U01603,budget,clean-label,25-34,Man,Medium,None
U01604,premium,plant-based,25-34,Man,High,None
U01605,premium,clean-label,25-34,Non-binary,High,Pescatarian
U01606,casual,gut-health,55+,Man,Low,Pescatarian
U01607,budget,gut-health,35-44,Man,Medium,None
U01608,premium,gut-health,25-34,Woman,Medium,None
U01609,premium,clean-label,35-44,Man,High,None
U01610,budget,clean-label,25-34,Man,Medium,Pescatarian
U01611,casual,low-sugar,35-44,Prefer not to say,Low,Vegetarian
U01612,premium,protein,18-24,Non-binary,Medium,None
U01613,fitness,gut-health,45-54,Woman,Medium,None
U01614,fitness,clean-label,18-24,Man,Low,None
U01615,fitness,protein,18-24,Woman,Low,Halal
U01616,casual,gut-health,25-34,Non-binary,Medium,Vegetarian
U01617,fitness,clean-label,18-24,Woman,Medium,None
U01618,budget,plant-based,55+,Man,Low,Vegan
U01619,casual,low-sugar,55+,Man,Medium,None
U01620,premium,clean-label,18-24,Man,Medium,None
U01621,budget,clean-label,25-34,Non-binary,Medium,None
U01622,casual,gut-health,25-34,Woman,Low,None
U01623,premium,gut-health,18-24,Man,Medium,None
U01624,casual,gut-health,35-44,Woman,Low,None
U01625,budget,protein,18-24,Woman,Medium,None
U01626,premium,clean-label,25-34,Woman,Low,None
U01627,casual,low-sugar,45-54,Woman,Medium,Vegan
U01628,premium,low-sugar,35-44,Woman,Low,None
U01629,casual,protein,25-34,Woman,Medium,Pescatarian
U01630,fitness,clean-label,18-24,Man,Low,None
U01631,,clean-label,35-44,Man,Medium,Pescatarian
U01632,casual,plant-based,18-24,Man,Medium,Vegetarian
U01633,budget,clean-label,25-34,Man,Medium,None
U01634,casual,protein,25-34,Woman,High,Vegetarian
U01635,fitness,protein,45-54,Woman,Medium,None
U01636,premium,gut-health,25-34,Woman,Medium,None
U01637,budget,plant-based,25-34,Man,Low,None
U01638,premium,low-sugar,35-44,Man,Medium,Halal
U01639,fitness,protein,25-34,Non-binary,Low,Vegetarian
U01640,budget,gut-health,25-34,Woman,Low,Vegetarian
U01641,premium,protein,25-34,Non-binary,Low,Vegetarian
U01642,premium,plant-based,25-34,Woman,Medium,Halal
U01643,casual,low-sugar,35-44,Man,High,None
U01644,casual,clean-label,18-24,Woman,Medium,Vegetarian
U01645,,gut-health,25-34,Woman,Medium,None
U01646,fitness,plant-based,25-34,Man,Medium,None
U01647,fitness,gut-health,25-34,Woman,Low,None
U01648,budget,plant-based,25-34,Non-binary,Medium,None
U01649,budget,protein,25-34,Woman,Low,None
U01650,budget,gut-health,18-24,Woman,Medium,None
U01651,fitness,gut-health,25-34,Non-binary,Medium,None
U01652,,clean-label,35-44,Woman,Medium,None
U01653,,protein,18-24,Woman,Medium,None
U01654,casual,low-sugar,35-44,Man,High,Vegan
U01655,fitness,gut-health,45-54,Woman,High,Vegan
U01656,premium,protein,25-34,Man,Medium,None
U01657,budget,protein,45-54,Woman,Low,None
U01658,fitness,clean-label,35-44,Woman,Low,None
U01659,casual,clean-label,25-34,Man,Medium,None
U01660,casual,low-sugar,25-34,Man,Low,None
U01661,casual,clean-label,35-44,Man,Low,None
U01662,budget,gut-health,55+,Man,High,None
U01663,casual,low-sugar,25-34,Woman,Low,None
U01664,fitness,low-sugar,35-44,Non-binary,Medium,Vegan
U01665,premium,gut-health,25-34,Woman,Medium,None
U01666,budget,gut-health,35-44,Man,High,None
U01667,fitness,low-sugar,18-24,Woman,Medium,Vegetarian
U01668,fitness,low-sugar,55+,Woman,Low,None
U01669,casual,gut-health,25-34,Man,Low,Vegan
U01670,,gut-health,35-44,Non-binary,High,None
U01671,fitness,gut-health,18-24,Man,Medium,Pescatarian
U01672,,plant-based,35-44,Man,Low,Kosher
U01673,budget,low-sugar,25-34,Man,Low,None
U01674,casual,plant-based,25-34,Woman,High,None
U01675,premium,protein,18-24,Man,Low,None
U01676,fitness,clean-label,18-24,Woman,Medium,None
U01677,budget,protein,25-34,Man,Medium,None
U01678,fitness,low-sugar,18-24,Woman,High,Kosher
U01679,budget,plant-based,35-44,Man,Medium,None
U01680,fitness,clean-label,25-34,Man,High,Jain
U01681,,plant-based,25-34,Woman,Medium,None
U01682,fitness,low-sugar,35-44,Woman,Medium,None
U01683,casual,low-sugar,25-34,Woman,Low,Vegetarian
U01684,casual,plant-based,35-44,Woman,High,Vegetarian
U01685,premium,plant-based,45-54,Woman,Medium,None
U01686,fitness,plant-based,25-34,Man,Medium,Vegan
U01687,casual,plant-based,18-24,Woman,High,None
U01688,fitness,protein,25-34,Man,Medium,Vegetarian
U01689,fitness,low-sugar,35-44,Man,Medium,Vegetarian
U01690,,clean-label,25-34,Man,Low,None
U01691,budget,gut-health,18-24,Woman,Medium,None
U01692,casual,plant-based,45-54,Woman,Medium,None
U01693,premium,clean-label,18-24,Woman,Low,None
U01694,,plant-based,25-34,Man,Medium,None
U01695,premium,gut-health,18-24,Woman,Medium,None
U01696,budget,low-sugar,18-24,Woman,Low,None
U01697,fitness,plant-based,35-44,Woman,Low,Vegetarian
U01698,casual,gut-health,25-34,Woman,High,Pescatarian
U01699,casual,low-sugar,35-44,Woman,Medium,None
U01700,fitness,clean-label,25-34,Woman,Medium,None
U01701,casual,plant-based,35-44,Woman,High,None
U01702,casual,gut-health,25-34,Woman,Medium,Pescatarian
U01703,casual,clean-label,25-34,Non-binary,Medium,Pescatarian
U01704,casual,protein,18-24,Man,Medium,Vegetarian
U01705,premium,low-sugar,35-44,Woman,Medium,None
U01706,fitness,clean-label,45-54,Man,High,None
U01707,fitness,clean-label,25-34,Prefer not to say,Medium,None
U01708,premium,plant-based,25-34,Man,Low,Jain
U01709,premium,gut-health,25-34,Woman,Medium,Vegan
U01710,budget,clean-label,18-24,Woman,Medium,Vegetarian
U01711,,protein,25-34,Woman,High,None
U01712,premium,gut-health,18-24,Man,Medium,None
U01713,budget,clean-label,35-44,Man,Medium,None
U01714,budget,low-sugar,25-34,Man,High,None
U01715,casual,clean-label,35-44,Man,Low,Vegan
U01716,budget,protein,18-24,Man,Medium,None
U01717,budget,gut-health,25-34,Woman,Low,Vegan
U01718,casual,gut-health,18-24,Woman,Medium,Halal
U01719,budget,low-sugar,35-44,Woman,Medium,None
U01720,fitness,plant-based,18-24,Woman,Medium,None
U01721,premium,gut-health,18-24,Woman,Medium,Pescatarian
U01722,premium,plant-based,35-44,Woman,High,Kosher
U01723,casual,low-sugar,25-34,Woman,Low,Vegan
U01724,casual,protein,18-24,Woman,Medium,None
U01725,budget,clean-label,18-24,Woman,Medium,None
U01726,fitness,low-sugar,35-44,Non-binary,Medium,None
U01727,casual,low-sugar,18-24,Man,Medium,Pescatarian
U01728,casual,clean-label,45-54,Woman,Medium,Vegetarian
U01729,casual,low-sugar,18-24,Man,Low,Halal
U01730,premium,low-sugar,25-34,Man,Low,None
U01731,premium,clean-label,35-44,Woman,High,None
U01732,premium,plant-based,35-44,Man,Medium,Pescatarian
U01733,premium,plant-based,35-44,Woman,Medium,None
U01734,,clean-label,45-54,Man,Medium,Vegan
U01735,premium,gut-health,35-44,Woman,High,None
U01736,premium,plant-based,35-44,Man,Medium,Vegan
U01737,casual,plant-based,25-34,Man,Medium,None
U01738,budget,plant-based,25-34,Man,High,None
U01739,premium,gut-health,18-24,Man,Medium,None
U01740,casual,low-sugar,35-44,Woman,Low,None
U01741,fitness,low-sugar,25-34,Woman,Medium,None
U01742,casual,low-sugar,35-44,Woman,Low,None
U01743,premium,protein,18-24,Man,Medium,None
U01744,fitness,plant-based,35-44,Woman,Low,Kosher
U01745,fitness,gut-health,35-44,Woman,Low,Vegan
U01746,premium,gut-health,18-24,Woman,Medium,None
U01747,premium,plant-based,55+,Woman,Medium,None
U01748,casual,protein,18-24,Man,Low,None
U01749,budget,plant-based,25-34,Woman,Medium,Kosher
U01750,fitness,protein,18-24,Woman,Low,None
U01751,premium,plant-based,18-24,Non-binary,High,None
U01752,fitness,protein,25-34,Woman,High,None
U01753,premium,low-sugar,55+,Man,Low,None
U01754,premium,protein,25-34,Non-binary,Low,Vegetarian
U01755,fitness,gut-health,18-24,Woman,Medium,Vegan
U01756,,gut-health,35-44,Man,Medium,None
U01757,fitness,plant-based,35-44,Man,Low,None
U01758,fitness,clean-label,45-54,Man,Low,Halal
U01759,fitness,plant-based,25-34,Man,High,None
U01760,fitness,gut-health,25-34,Man,Low,Halal
U01761,casual,plant-based,35-44,Woman,Medium,Jain
U01762,fitness,plant-based,18-24,Man,Low,None
U01763,casual,gut-health,25-34,Man,Medium,None
U01764,budget,plant-based,25-34,Man,Low,Vegetarian
U01765,casual,low-sugar,25-34,Woman,Medium,None
U01766,premium,clean-label,25-34,Man,Low,None
U01767,casual,clean-label,18-24,Man,Medium,None
U01768,casual,low-sugar,25-34,Woman,Low,Pescatarian
U01769,fitness,protein,25-34,Man,Low,None
U01770,budget,protein,35-44,Woman,Medium,Pescatarian
U01771,premium,protein,45-54,Man,Low,None
U01772,casual,gut-health,45-54,Woman,Medium,None
U01773,fitness,low-sugar,25-34,Woman,Medium,Jain
U01774,budget,clean-label,35-44,Non-binary,High,None
U01775,premium,clean-label,18-24,Woman,Low,None
U01776,fitness,protein,45-54,Woman,Medium,Vegetarian
U01777,budget,clean-label,25-34,Woman,Medium,Pescatarian
U01778,budget,clean-label,18-24,Man,Medium,None
U01779,,low-sugar,25-34,Man,High,None
U01780,fitness,gut-health,35-44,Man,Medium,None
U01781,casual,gut-health,25-34,Woman,Medium,Pescatarian
U01782,casual,clean-label,25-34,Man,Medium,None
U01783,budget,plant-based,25-34,Man,Medium,None
U01784,premium,protein,25-34,Man,Medium,None
U01785,premium,low-sugar,45-54,Woman,Medium,None
U01786,fitness,protein,55+,Woman,High,None
U01787,fitness,gut-health,25-34,Woman,Medium,None
U01788,fitness,protein,18-24,Woman,Medium,None
U01789,,plant-based,35-44,Man,Low,None
U01790,fitness,protein,25-34,Man,Low,Vegetarian
U01791,casual,gut-health,55+,Woman,Low,None
U01792,budget,protein,35-44,Man,Medium,None
U01793,premium,plant-based,35-44,Woman,Low,None
U01794,premium,clean-label,35-44,Man,High,None
U01795,fitness,low-sugar,18-24,Man,Medium,None
U01796,budget,low-sugar,45-54,Man,High,Kosher
U01797,premium,gut-health,18-24,Woman,Low,None
U01798,casual,plant-based,45-54,Non-binary,Medium,None
U01799,casual,low-sugar,25-34,Woman,Medium,None
U01800,budget,clean-label,35-44,Woman,High,None
U01801,premium,gut-health,25-34,Woman,Medium,Kosher
U01802,premium,gut-health,35-44,Man,Medium,Kosher
U01803,casual,protein,18-24,Man,Medium,Vegetarian
U01804,premium,protein,18-24,Woman,Medium,Jain
U01805,casual,low-sugar,18-24,Man,Low,Jain
