order_id,user_id,product_id,price,quantity,timestamp,channel
ORD000138,U03309,P032,10.2,2,2025-08-26 12:07:04.822715,App
ORD036621,U04183,P145,7.36,1,2025-07-13 07:07:04.822715,App
ORD014344,U02347,P135,10.72,3,2025-06-10 06:07:04.822715,Marketplace
ORD030516,U01428,P136,31.31,2,2025-05-30 02:07:04.822715,Website
ORD025667,U03567,P065,14.97,3,2025-11-06 00:07:04.822715,Retail
ORD036598,U01066,P098,12.06,2,2026-01-02 17:07:04.822715,Website
ORD036370,U02222,P136,25.58,1,2025-08-15 08:07:04.822715,App
ORD023492,U01903,P010,9.55,5,2025-05-05 02:07:04.822715,Marketplace
ORD033454,U01537,P130,40.98,2,2025-08-12 05:07:04.822715,App
ORD009959,U00255,P069,8.42,3,2025-12-02 22:07:04.822715,Marketplace
ORD026889,U04590,P055,144.63,2,2026-01-07 21:07:04.822715,Retail
ORD012237,U01274,P089,5.62,2,2025-05-18 14:07:04.822715,Marketplace
ORD009019,U02802,P099,5.94,1,2026-03-18 18:07:04.822715,Marketplace
ORD024971,U03488,P086,14.63,1,2025-08-23 00:07:04.822715,Gym Kiosk
ORD010746,U03728,P005,10.34,2,2025-08-15 17:07:04.822715,Website
ORD030941,U01279,P118,49.71,2,2025-05-15 08:07:04.822715,Marketplace
ORD027339,U04749,P065,17.36,2,2025-07-20 07:07:04.822715,Gym Kiosk
ORD040612,U01302,P011,11.48,2,2025-12-09 17:07:04.822715,Website
ORD018125,U00406,P119,10.3,1,2025-07-14 22:07:04.822715,Marketplace
ORD032251,U02919,P072,41.65,1,2025-09-16 16:07:04.822715,Marketplace
ORD029133,U00535,P124,10.21,2,2025-11-27 03:07:04.822715,Website
ORD032074,U03466,P091,23.04,1,2026-02-07 09:07:04.822715,Gym Kiosk
ORD038938,U01685,P006,5.13,1,2025-12-30 10:07:04.822715,App
ORD030932,U01731,P119,10.3,3,2025-11-17 01:07:04.822715,Website
ORD031204,U04144,P023,37.14,3,2025-08-10 14:07:04.822715,Website
ORD034000,U04431,P013,13.77,2,2025-12-25 16:07:04.822715,App
ORD022311,U00172,P109,11.44,2,2025-07-18 15:07:04.822715,Marketplace
ORD028202,U00851,P102,22.51,3,2025-04-28 19:07:04.822715,Marketplace
ORD024237,U00359,P146,-10.65,-2,2025-07-01 07:07:04.822715,Gym Kiosk
ORD043780,U03049,P064,119.64,2,2025-07-05 02:07:04.822715,Gym Kiosk
ORD028089,U02880,P124,7.73,1,2025-11-23 10:07:04.822715,Retail
ORD030117,U00247,P028,24.93,2,2025-07-04 00:07:04.822715,Website
ORD038949,U02288,P045,13.21,1,2026-01-10 15:07:04.822715,Retail
ORD000938,U01545,P012,12.74,2,2025-12-14 03:07:04.822715,App
ORD044122,U03852,P004,37.4,2,2025-08-21 18:07:04.822715,App
ORD032499,U03268,P062,20.54,1,2025-07-07 03:07:04.822715,Gym Kiosk
ORD026479,U00342,P004,32.34,2,2025-12-14 11:07:04.822715,Website
ORD040960,U04976,P076,13.97,2,2025-06-17 07:07:04.822715,App
ORD048112,U02239,P025,33.26,6,2025-05-13 18:07:04.822715,Marketplace
ORD013390,U00132,P051,15.51,2,2026-01-14 05:07:04.822715,Retail
ORD016176,U01960,P028,25.17,1,2025-12-22 12:07:04.822715,Marketplace
ORD018387,U02469,P052,9.8,1,2026-01-16 16:07:04.822715,App
ORD045157,U02646,P011,17.3,1,2025-10-25 09:07:04.822715,App
ORD036288,U01276,P087,6.97,2,2025-09-07 16:07:04.822715,Website
ORD017863,U02625,P064,63.86,3,2025-07-04 07:07:04.822715,Marketplace
ORD020365,U02456,P124,7.73,3,2025-06-20 23:07:04.822715,App
ORD009230,U01491,P116,16.54,2,2025-06-26 22:07:04.822715,App
ORD015086,U03301,P084,16.82,2,2026-01-25 19:07:04.822715,Retail
ORD018343,U00625,P029,79.5,3,2025-05-24 20:07:04.822715,Retail
ORD021649,U01453,P078,23.66,1,2025-10-26 14:07:04.822715,App
ORD048712,U02929,P073,14.51,2,2026-01-22 04:07:04.822715,Gym Kiosk
ORD015898,U01254,P044,43.93,2,2026-02-05 02:07:04.822715,Retail
ORD025688,U01598,P063,146.6,1,2026-01-29 14:07:04.822715,Website
ORD034066,U01506,P146,8.5,2,2026-01-26 11:07:04.822715,App
ORD030263,U03034,P101,11.97,3,2025-07-26 14:07:04.822715,App
ORD008559,U04017,P058,4.55,3,2026-03-08 18:07:04.822715,Website
ORD007151,U03408,P100,14.39,1,2025-05-11 21:07:04.822715,Website
ORD015821,U04437,P137,6.88,2,2026-02-13 08:07:04.822715,Website
ORD001745,U03592,P062,20.68,3,2026-01-18 17:07:04.822715,Marketplace
ORD015660,U01884,P128,13.11,1,2025-09-08 06:07:04.822715,Gym Kiosk
ORD001344,U03487,P012,13.06,2,2026-03-07 23:07:04.822715,Retail
ORD049512,U03751,P050,24.43,3,2025-05-12 14:07:04.822715,Gym Kiosk
ORD041880,U02746,P110,44.66,1,2025-07-14 22:07:04.822715,Gym Kiosk
ORD011893,U03962,P033,19.53,3,2026-03-01 11:07:04.822715,Retail
ORD025830,U00650,P079,24.42,3,2026-01-24 09:07:04.822715,App
ORD036408,U02732,P036,24.75,2,2025-11-10 08:07:04.822715,Marketplace
ORD035685,U01122,P143,15.82,2,2025-06-09 03:07:04.822715,Retail
ORD015327,U04454,P111,12.37,1,2025-05-30 21:07:04.822715,Marketplace
ORD022763,U04421,P022,25.48,2,2025-12-30 23:07:04.822715,Retail
ORD048022,U04847,P086,9.13,3,2025-05-20 03:07:04.822715,Marketplace
ORD049674,U03754,P046,16.53,1,2026-04-09 04:07:04.822715,App
ORD017717,U01957,P061,32.9,2,2025-11-28 09:07:04.822715,Marketplace
ORD041009,U01963,P128,13.11,2,2025-05-16 05:07:04.822715,App
ORD038006,U03062,P076,13.14,2,2025-06-21 04:07:04.822715,Retail
ORD013923,U04610,P007,124.3,1,2025-09-26 14:07:04.822715,Retail
ORD011165,U00879,P098,12.06,1,2025-11-01 08:07:04.822715,Retail
ORD028150,U00207,P004,39.76,1,2025-11-03 22:07:04.822715,App
ORD035607,U01436,P127,89.6,4,2025-05-07 14:07:04.822715,Gym Kiosk
ORD046003,U02347,P139,18.65,3,2025-10-14 20:07:04.822715,App
ORD002470,U02487,P114,15.74,3,2025-07-27 02:07:04.822715,Retail
ORD030826,U02757,P144,43.65,2,2026-03-28 13:07:04.822715,Website
ORD012307,U02067,P081,79.32,2,2025-06-12 15:07:04.822715,Retail
ORD005699,U04316,P045,17.97,1,2025-08-31 14:07:04.822715,Retail
ORD044046,U03325,P133,39.72,4,2025-09-10 16:07:04.822715,Marketplace
ORD041367,U00748,P097,12.76,2,2025-07-23 17:07:04.822715,Marketplace
ORD011830,U02738,P110,44.66,3,2025-11-28 14:07:04.822715,Gym Kiosk
ORD042364,U01389,P133,36.23,6,2026-04-18 00:07:04.822715,App
ORD030273,U03244,P135,10.41,2,2025-06-13 13:07:04.822715,Marketplace
ORD045477,U03535,P075,57.08,1,2026-02-04 15:07:04.822715,Retail
ORD012211,U02010,P079,34.39,2,2026-04-14 16:07:04.822715,Gym Kiosk
ORD030902,U03838,P007,123.93,1,2025-11-30 13:07:04.822715,Gym Kiosk
ORD024123,U00888,P140,17.2,2,2026-03-06 17:07:04.822715,App
ORD028588,U00395,P087,8.25,2,2026-02-01 22:07:04.822715,Marketplace
ORD008190,U03309,P041,9.31,1,2025-09-25 23:07:04.822715,App
ORD046534,U04907,P018,9.94,5,2026-02-16 16:07:04.822715,Marketplace
ORD033835,U02284,P052,9.4,2,2025-12-19 11:07:04.822715,App
ORD001163,U00497,P054,89.59,1,2025-05-18 18:07:04.822715,Marketplace
ORD020086,U03830,P020,26.86,3,2025-10-18 23:07:04.822715,Marketplace
ORD045488,U04007,P111,6.79,2,2026-03-15 15:07:04.822715,Gym Kiosk
ORD041321,U00019,P054,42.59,3,2025-07-14 08:07:04.822715,Website
ORD037355,U01234,P044,50.51,3,2026-01-21 06:07:04.822715,Gym Kiosk
ORD031634,U00137,P142,78.22,2,2025-09-06 08:07:04.822715,Marketplace
ORD017804,U02873,P145,6.1,2,2025-08-02 16:07:04.822715,Gym Kiosk
ORD015176,U01069,P138,9.51,2,2026-03-07 20:07:04.822715,Retail
ORD013208,U04443,P037,51.02,1,2025-05-04 21:07:04.822715,App
ORD026646,U00782,P094,10.48,3,2025-06-14 19:07:04.822715,Gym Kiosk
ORD043253,U01066,P038,7.71,1,2026-02-04 03:07:04.822715,Marketplace
ORD006614,U03833,P036,24.75,2,2025-05-07 02:07:04.822715,Marketplace
ORD025666,U01805,P011,17.7,2,2025-10-25 19:07:04.822715,Retail
ORD035463,U03877,P001,20.32,1,2025-12-10 00:07:04.822715,Gym Kiosk
ORD011891,U02271,P070,10.9,3,2026-03-31 14:07:04.822715,Website
ORD044486,U03821,P029,79.5,1,2025-08-13 00:07:04.822715,Retail
ORD024447,U00463,P033,19.53,1,2026-02-11 06:07:04.822715,Website
ORD009101,U03996,P050,31.38,1,2025-11-23 09:07:04.822715,Gym Kiosk
ORD036362,U02167,P002,8.47,4,2025-06-29 02:07:04.822715,Website
ORD049750,U00953,P137,5.24,1,2025-06-08 19:07:04.822715,Retail
ORD001041,U04961,P102,26.25,2,2025-10-15 09:07:04.822715,App
ORD042766,U00834,P058,4.12,5,2025-12-16 04:07:04.822715,Website
ORD000464,U03455,P024,10.69,1,2026-03-14 20:07:04.822715,App
ORD036569,U00050,P037,49.97,3,2026-01-09 00:07:04.822715,Gym Kiosk
ORD021450,U04155,P079,40.84,2,2025-12-22 09:07:04.822715,App
ORD019061,U03330,P090,24.99,5,2025-09-17 12:07:04.822715,Marketplace
ORD036835,U00302,P031,4.15,3,2025-06-25 17:07:04.822715,Retail
ORD042502,U03199,P065,14.97,3,2025-09-02 13:07:04.822715,Marketplace
ORD009121,U03083,P134,17.62,2,2026-04-15 05:07:04.822715,Marketplace
ORD011362,U04235,P084,17.73,1,2025-12-16 22:07:04.822715,Retail
ORD007909,U02723,P097,12.17,3,2025-09-02 04:07:04.822715,App
ORD011742,U04944,P041,7.68,3,2025-05-13 04:07:04.822715,Gym Kiosk
ORD023432,U01769,P092,6.41,1,2025-09-30 22:07:04.822715,App
ORD045969,U04106,P012,15.91,2,2025-05-11 06:07:04.822715,App
ORD004022,U03301,P042,10.23,2,2025-10-03 07:07:04.822715,Marketplace
ORD002899,U02140,P125,57.64,3,2026-02-18 18:07:04.822715,Gym Kiosk
ORD020680,U03800,P021,6.82,3,2025-10-12 19:07:04.822715,Retail
ORD020600,U04659,P055,109.69,5,2025-06-25 13:07:04.822715,App
ORD041538,U00085,P128,12.58,2,2025-05-08 22:07:04.822715,Gym Kiosk
ORD040752,U00765,P119,1030.0,2,2025-08-08 22:07:04.822715,Retail
ORD000533,U03539,P125,64.68,1,2026-02-19 22:07:04.822715,Gym Kiosk
ORD014127,U02775,P107,8.04,1,2025-08-29 22:07:04.822715,Retail
ORD019906,U02284,P136,32.85,2,2025-05-06 15:07:04.822715,Gym Kiosk
ORD025622,U04832,P072,52.41,1,2025-10-22 15:07:04.822715,Website
ORD027646,U03369,P137,6.83,2,2025-11-28 10:07:04.822715,Retail
ORD015252,U00584,P032,9.04,3,2025-08-23 02:07:04.822715,Gym Kiosk
ORD017046,U02761,P004,39.37,1,2025-06-23 21:07:04.822715,App
ORD009859,U01645,P125,52.9,1,2026-03-24 05:07:04.822715,Website
ORD013814,U03162,P106,9.72,2,2025-10-06 17:07:04.822715,Marketplace
ORD032860,U03072,P132,56.66,2,2025-10-03 12:07:04.822715,Retail
ORD005904,U00820,P093,13.47,3,2025-10-03 23:07:04.822715,Retail
ORD035189,U01205,P028,26.1,2,2025-12-31 02:07:04.822715,Marketplace
ORD035105,U03125,P072,41.65,1,2025-09-29 03:07:04.822715,Retail
ORD048185,U01221,P061,34.61,2,2026-02-10 16:07:04.822715,Marketplace
ORD000148,U03794,P072,41.65,1,2025-07-15 04:07:04.822715,App
ORD038117,U02016,P132,-45.99,-1,2025-10-06 16:07:04.822715,Website
ORD023262,U04426,P123,9.01,1,2026-03-16 14:07:04.822715,App
ORD011765,U04392,P120,21.84,3,2026-01-11 14:07:04.822715,Marketplace
ORD001921,U04422,P120,21.84,3,2025-11-05 17:07:04.822715,Gym Kiosk
ORD038540,U00433,P068,18.58,1,2025-04-28 16:07:04.822715,Gym Kiosk
ORD013197,U03028,P068,18.58,1,2025-11-22 02:07:04.822715,Website
ORD045308,U04545,P022,21.28,1,2026-03-17 00:07:04.822715,App
ORD002338,U04531,P146,6.14,6,2025-08-24 21:07:04.822715,Gym Kiosk
ORD032583,U03774,P064,141.86,2,2026-02-03 10:07:04.822715,Website
ORD017400,U02986,P104,55.49,5,2025-06-16 05:07:04.822715,Website
ORD000769,U04700,P073,12.02,3,2025-05-10 09:07:04.822715,Marketplace
ORD043669,U04524,P051,15.85,3,2026-03-02 07:07:04.822715,Marketplace
ORD038761,U00566,P119,10.3,3,2026-02-03 09:07:04.822715,Marketplace
ORD028979,U03280,P132,54.72,2,2026-02-28 17:07:04.822715,Marketplace
ORD019450,U04597,P121,52.15,2,2026-01-31 03:07:04.822715,Gym Kiosk
ORD049250,U02023,P003,7.54,2,2025-10-31 05:07:04.822715,Marketplace
ORD039680,U02067,P003,9.85,1,2025-12-06 16:07:04.822715,Website
ORD003278,U03718,P147,6.92,5,2026-03-29 23:07:04.822715,Gym Kiosk
ORD015087,U03665,P140,13.87,2,2025-06-22 10:07:04.822715,App
ORD046766,U01220,P005,11.77,1,2025-11-25 13:07:04.822715,Marketplace
ORD022576,U01048,P022,21.28,3,2025-07-25 16:07:04.822715,App
ORD006681,U02815,P016,13.96,3,2025-05-01 12:07:04.822715,App
ORD014083,U03837,P059,11.9,3,2025-08-09 11:07:04.822715,Gym Kiosk
ORD001878,U01045,P111,-5.67,-6,2026-04-23 19:07:04.822715,App
ORD007488,U01989,P145,7.38,1,2025-07-02 11:07:04.822715,Website
ORD046698,U04445,P143,10.57,6,2025-05-15 18:07:04.822715,Marketplace
ORD004424,U01488,P074,27.12,3,2026-03-28 10:07:04.822715,Website
ORD012012,U04252,P068,15.22,4,2025-08-21 05:07:04.822715,Marketplace
ORD017358,U04054,P077,160.25,1,2025-06-22 07:07:04.822715,App
ORD004355,U04244,P133,55.7,1,2026-02-11 04:07:04.822715,App
ORD015145,U02957,P098,9.97,6,2026-01-21 15:07:04.822715,Marketplace
ORD026847,U03699,P147,6.57,6,2026-01-19 20:07:04.822715,Marketplace
ORD005848,U02649,P019,183.76,1,2025-07-13 21:07:04.822715,Gym Kiosk
ORD029102,U01927,P049,14.46,1,2026-04-01 03:07:04.822715,Gym Kiosk
ORD043116,U02853,P024,13.43,2,2025-09-26 12:07:04.822715,Retail
ORD046805,U00647,P054,57.26,2,2025-05-12 06:07:04.822715,Website
ORD024299,U00453,P147,10.98,2,2025-10-10 03:07:04.822715,Website
ORD001939,U02455,P134,21.04,3,2025-05-05 18:07:04.822715,Gym Kiosk
ORD010468,U02134,P095,8.59,3,2025-08-24 14:07:04.822715,Gym Kiosk
ORD012105,U00295,P098,12.06,3,2025-05-12 03:07:04.822715,Gym Kiosk
ORD020242,U02186,P145,6.03,1,2025-09-21 23:07:04.822715,Marketplace
ORD035337,U04495,P030,8.33,2,2025-07-28 23:07:04.822715,App
ORD022630,U03523,P087,8.02,3,2025-07-14 05:07:04.822715,Gym Kiosk
ORD014569,U01335,P132,45.99,1,2025-04-29 11:07:04.822715,Gym Kiosk
ORD046639,U00509,P069,12.66,1,2026-01-28 21:07:04.822715,Gym Kiosk
ORD002081,U04834,P114,18.64,1,2026-03-09 15:07:04.822715,Gym Kiosk
ORD044713,U00663,P125,31.56,5,2025-07-13 06:07:04.822715,Marketplace
ORD045844,U03870,P115,36.22,1,2025-10-16 06:07:04.822715,App
ORD022677,U03609,P015,19.83,2,2026-02-14 10:07:04.822715,Website
ORD014050,U00382,P016,20.43,2,2025-11-13 11:07:04.822715,App
ORD038274,U01656,P074,20.15,3,2026-03-16 09:07:04.822715,Website
ORD016375,U02203,P115,30.28,3,2025-09-24 13:07:04.822715,Marketplace
ORD005546,U03038,P055,144.63,3,2025-08-28 21:07:04.822715,Gym Kiosk
ORD013397,U00413,P098,12.06,3,2025-09-16 05:07:04.822715,Marketplace
ORD045324,U02281,P080,14.54,3,2026-02-01 20:07:04.822715,Website
ORD040293,U03797,P050,32.26,1,2026-04-03 12:07:04.822715,App
ORD012641,U00372,P115,30.28,1,2025-08-11 01:07:04.822715,Gym Kiosk
ORD008901,U04554,P060,146.57,1,2025-09-06 14:07:04.822715,Gym Kiosk
ORD002239,U01314,P027,51.98,4,2025-05-06 23:07:04.822715,Gym Kiosk
ORD042423,U02847,P010,12.29,3,2026-02-11 03:07:04.822715,Gym Kiosk
ORD027676,U01424,P063,146.6,2,2025-06-04 12:07:04.822715,Marketplace
ORD015454,U02682,P028,12.81,4,2025-09-30 15:07:04.822715,Marketplace
ORD013414,U03097,P030,7.14,1,2025-11-05 09:07:04.822715,Marketplace
ORD011277,U04793,P124,7.73,1,2025-09-15 01:07:04.822715,Website
ORD002873,U04416,P128,13.11,2,2025-11-13 19:07:04.822715,Retail
ORD043973,U03655,P003,7.54,3,2025-09-30 18:07:04.822715,Retail
ORD040431,U03789,P014,32.55,2,2025-10-25 11:07:04.822715,Marketplace
ORD026652,U04177,P070,8.01,3,2025-11-14 07:07:04.822715,Retail
ORD047195,U04298,P033,19.53,3,2025-08-11 02:07:04.822715,Gym Kiosk
ORD002620,U01872,P055,124.82,6,2026-01-19 12:07:04.822715,Gym Kiosk
ORD045218,U04481,P017,48.05,2,2025-10-06 09:07:04.822715,Gym Kiosk
ORD028474,U00086,P123,6.26,5,2026-02-01 02:07:04.822715,Marketplace
ORD021094,U02367,P067,9.54,1,2025-11-21 03:07:04.822715,Retail
ORD024498,U03502,P113,43.94,1,2025-08-25 21:07:04.822715,App
ORD037170,U04556,P085,49.18,3,2025-10-19 21:07:04.822715,Gym Kiosk
ORD030266,U00351,P043,-15.35,-4,2025-09-13 10:07:04.822715,Gym Kiosk
ORD036507,U00987,P118,53.46,2,2026-03-26 12:07:04.822715,Retail
ORD046974,U01488,P120,21.84,1,2026-01-02 09:07:04.822715,Gym Kiosk
ORD009068,U02036,P083,22.35,5,2025-11-10 16:07:04.822715,App
ORD048116,U02118,P103,27.16,3,2025-04-25 15:07:04.822715,Gym Kiosk
ORD017002,U02788,P091,23.04,2,2025-05-17 14:07:04.822715,Gym Kiosk
ORD027658,U00026,P103,21.94,4,2026-04-08 14:07:04.822715,Gym Kiosk
ORD003449,U01336,P138,9.51,3,2025-05-10 13:07:04.822715,Marketplace
ORD029222,U00102,P038,9.09,3,2025-07-28 10:07:04.822715,Marketplace
ORD019033,U04894,P138,10.42,2,2026-01-04 02:07:04.822715,Marketplace
ORD010292,U02565,P050,24.43,3,2025-07-20 00:07:04.822715,Website
ORD013717,U02422,P086,13.77,2,2025-12-04 17:07:04.822715,Gym Kiosk
ORD043315,U02263,P012,12.41,1,2025-12-08 09:07:04.822715,Website
ORD004555,U04559,P134,24.33,1,2025-10-28 00:07:04.822715,Marketplace
ORD048166,U03150,P056,12.69,2,2026-02-21 18:07:04.822715,App
ORD036843,U03932,P079,26.49,2,2025-06-30 17:07:04.822715,Website
ORD017441,U01256,P092,8.51,2,2025-05-01 09:07:04.822715,Website
ORD038682,U00362,P130,49.08,2,2026-02-25 04:07:04.822715,Retail
ORD016220,U02014,P040,7.72,3,2025-07-17 05:07:04.822715,App
ORD039605,U00970,P003,10.12,1,2026-04-15 11:07:04.822715,Gym Kiosk
ORD037420,U04075,P073,12.02,3,2025-04-26 00:07:04.822715,App
ORD041397,U03797,P136,31.58,1,2025-11-28 08:07:04.822715,Marketplace
ORD044940,U00140,P034,8.62,2,2025-12-29 19:07:04.822715,Retail
ORD011458,U00534,P018,14.71,1,2026-02-18 21:07:04.822715,App
ORD002667,U03604,P129,14.51,1,2025-12-20 09:07:04.822715,Website
ORD009582,U00468,P120,21.84,2,2025-10-23 05:07:04.822715,Retail
ORD000232,U04917,P012,13.12,2,2025-11-26 13:07:04.822715,Website
ORD014056,U01384,P055,144.63,2,2025-12-23 03:07:04.822715,Gym Kiosk
ORD028692,U01528,P091,23.04,2,2025-12-04 01:07:04.822715,Gym Kiosk
ORD015836,U03371,P148,16.0,4,2026-03-28 15:07:04.822715,App
ORD043359,U03815,P032,9.04,3,2026-01-15 15:07:04.822715,Website
ORD024957,U01210,P084,14.5,2,2025-07-09 19:07:04.822715,App
ORD041686,U02841,P002,13.94,2,2026-02-25 17:07:04.822715,App
ORD049962,U04738,P092,7.8,1,2026-02-20 19:07:04.822715,App
ORD031777,U01164,P149,21.68,2,2025-05-20 23:07:04.822715,App
ORD002269,U02726,P015,29.61,2,2025-07-04 17:07:04.822715,App
ORD012967,U02187,P109,8.5,4,2025-10-16 21:07:04.822715,Marketplace
ORD045350,U04298,P012,1059.0,1,2025-07-03 00:07:04.822715,Marketplace
ORD036856,U00276,P050,24.43,3,2025-12-30 21:07:04.822715,App
ORD028917,U01740,P024,8.8,5,2026-03-04 13:07:04.822715,Marketplace
ORD033474,U02643,P022,26.18,1,2025-04-25 02:07:04.822715,App
ORD048948,U03147,P023,31.5,3,2026-04-22 05:07:04.822715,Website
ORD016428,U04357,P137,6.61,1,2026-02-25 10:07:04.822715,Website
ORD004673,U02568,P104,49.94,143,2025-11-18 06:07:04.822715,App
ORD009861,U00698,P140,11.51,5,2025-08-17 18:07:04.822715,Marketplace
ORD039290,U02577,P036,28.46,3,2026-04-07 13:07:04.822715,Gym Kiosk
ORD008746,U03902,P030,8.85,2,2025-08-12 03:07:04.822715,App
ORD046717,U01885,P104,-65.5,-2,2025-10-04 09:07:04.822715,App
ORD004623,U03899,P115,30.28,2,2025-08-27 07:07:04.822715,App
ORD022620,U01377,P036,30.77,1,2025-09-08 13:07:04.822715,App
ORD002631,U02974,P053,9.27,3,2025-06-07 13:07:04.822715,App
ORD048541,U01003,P070,11.34,2,2025-09-05 23:07:04.822715,App
ORD037052,U04943,P024,13.87,1,2025-05-10 21:07:04.822715,Retail
ORD023228,U01335,P108,127.24,1,2025-12-25 03:07:04.822715,App
ORD030723,U03234,P150,15.71,2,2026-02-25 19:07:04.822715,Marketplace
ORD000206,U02322,P148,18.85,1,2026-01-27 15:07:04.822715,Marketplace
ORD027494,U04452,P113,57.75,1,2025-12-28 05:07:04.822715,Website
ORD015041,U00408,P075,69.42,1,2025-11-08 13:07:04.822715,App
ORD000813,U01207,P087,6.97,1,2026-02-06 10:07:04.822715,Retail
ORD020313,U00387,P149,21.68,2,2025-06-13 09:07:04.822715,Retail
ORD003531,U03681,P036,24.75,3,2025-06-05 17:07:04.822715,Marketplace
ORD003360,U01331,P120,21.84,3,2025-05-08 19:07:04.822715,Retail
ORD039036,U01449,P125,30.6,6,2026-04-15 08:07:04.822715,Retail
ORD046165,U00530,P116,13.29,2,2025-07-12 15:07:04.822715,Marketplace
ORD005010,U02229,P106,11.78,1,2025-10-03 10:07:04.822715,Gym Kiosk
ORD009443,U01793,P129,14.51,167,2025-09-03 18:07:04.822715,Website
ORD048638,U04585,P025,49.25,3,2025-11-29 12:07:04.822715,Retail
ORD019818,U01162,P039,26.97,5,2025-05-30 20:07:04.822715,Marketplace
ORD018079,U01522,P118,41.77,2,2026-01-09 10:07:04.822715,Website
ORD018283,U01532,P115,34.87,3,2026-04-18 21:07:04.822715,App
ORD024950,U00299,P048,30.38,3,2025-06-15 04:07:04.822715,Website
ORD034237,U00678,P136,25.58,1,2025-10-01 02:07:04.822715,Retail
ORD030633,U01825,P055,144.63,2,2025-11-09 14:07:04.822715,Marketplace
ORD016436,U02332,P132,38.57,4,2025-10-26 13:07:04.822715,Website
ORD010546,U03841,P147,7.63,118,2026-01-31 08:07:04.822715,Website
ORD000733,U00119,P024,12.8,1,2026-01-18 17:07:04.822715,App
ORD046029,U02308,P044,43.93,1,2025-12-07 00:07:04.822715,App
ORD047537,U00623,P092,0.0,3,2025-05-29 13:07:04.822715,Gym Kiosk
ORD033804,U04810,P104,60.9,2,2025-12-20 06:07:04.822715,Website
ORD032873,U02397,P062,22.24,1,2025-06-05 06:07:04.822715,Retail
ORD048188,U01343,P147,11.51,1,2025-08-15 01:07:04.822715,Website
ORD031514,U04917,P111,11.43,2,2025-06-17 05:07:04.822715,Website
ORD044371,U04324,P133,55.7,3,2025-07-18 14:07:04.822715,Gym Kiosk
ORD015257,U00700,P108,118.22,1,2026-02-14 07:07:04.822715,Retail
ORD034003,U01940,P148,14.75,3,2025-06-06 08:07:04.822715,Retail
ORD049201,U03649,P118,51.63,1,2025-06-14 08:07:04.822715,Retail
ORD042243,U03254,P051,15.83,3,2026-03-08 15:07:04.822715,App
ORD028852,U02463,P030,8.7,2,2025-11-21 15:07:04.822715,Website
ORD010703,U02822,P035,16.18,2,2026-03-13 05:07:04.822715,Website
ORD029089,U00915,P002,11.5,2,2026-02-09 15:07:04.822715,Website
ORD002102,U01293,P081,94.98,2,2025-09-01 00:07:04.822715,Retail
ORD028356,U03980,P093,16.79,2,2025-06-20 07:07:04.822715,Retail
ORD047810,U00990,P062,21.33,1,2026-03-20 06:07:04.822715,Website
ORD012048,U00458,P009,18.45,3,2025-12-13 23:07:04.822715,App
ORD005046,U02877,P062,0.0,3,2026-01-21 23:07:04.822715,Retail
ORD025276,U03629,P100,13.67,2,2025-09-10 08:07:04.822715,Retail
ORD012766,U04442,P125,50.09,3,2026-03-16 06:07:04.822715,Marketplace
ORD014544,U01731,P037,42.38,2,2025-04-30 21:07:04.822715,Website
ORD011873,U02542,P114,15.74,2,2025-06-22 12:07:04.822715,Retail
ORD047202,U03320,P067,8.87,2,2026-01-29 21:07:04.822715,Gym Kiosk
ORD002603,U01787,P129,14.51,1,2025-12-02 08:07:04.822715,Gym Kiosk
ORD008078,U04140,P007,148.3,3,2026-01-09 17:07:04.822715,Retail
ORD015639,U04292,P054,57.26,3,2025-08-31 03:07:04.822715,App
ORD015115,U00506,P093,13.47,2,2025-11-13 04:07:04.822715,App
ORD023021,U03739,P104,65.5,1,2025-11-04 20:07:04.822715,Website
ORD032363,U03932,P131,215.24,1,2025-05-06 09:07:04.822715,Gym Kiosk
ORD021078,U01672,P123,9.5,2,2025-05-04 21:07:04.822715,Retail
ORD003757,U02876,P072,54.61,2,2025-08-30 04:07:04.822715,Retail
ORD035806,U04404,P089,5.62,3,2026-04-20 19:07:04.822715,Retail
ORD035301,U02429,P147,6.5,4,2025-11-28 21:07:04.822715,Marketplace
ORD045128,U00966,P146,6.69,2,2025-08-19 20:07:04.822715,App
ORD009742,U01905,P074,28.33,1,2026-02-01 11:07:04.822715,Marketplace
ORD007554,U02286,P131,140.5,3,2026-03-26 12:07:04.822715,Retail
ORD001084,U02505,P054,37.27,5,2025-12-25 11:07:04.822715,Marketplace
ORD031435,U00047,P010,13.68,3,2025-08-05 04:07:04.822715,Marketplace
ORD011782,U02484,P014,32.55,2,2026-03-12 07:07:04.822715,Gym Kiosk
ORD046836,U02950,P126,9.83,1,2025-10-08 10:07:04.822715,Website
ORD029760,U00755,P149,24.85,1,2025-08-10 14:07:04.822715,App
ORD005075,U04679,P002,16.37,2,2026-04-13 13:07:04.822715,Website
ORD005870,U01211,P024,12.57,1,2026-02-03 11:07:04.822715,Retail
ORD022945,U00212,P098,16.03,1,2025-07-04 22:07:04.822715,Gym Kiosk
ORD045687,U04501,P030,10.18,2,2025-08-14 08:07:04.822715,App
ORD014821,U03308,P014,32.55,3,2025-07-24 11:07:04.822715,Gym Kiosk
ORD023416,U00915,P057,99.6,6,2026-02-15 11:07:04.822715,App
