order_id,state,city_tier,occasion
ORD010124,NY,Tier 2,religious-fasting
ORD010125,New York,Unknown,road-trip
ORD010126,Texas,Tier 1,late-night
ORD010127,California,Tier 1,religious-fasting
ORD010128,Illinois,Tier 2,festive
ORD010129,Illinois,Tier 3,late-night
ORD010130,Florida,Tier 2,on-the-go
ORD010131,Texas,Tier 2,religious-fasting
ORD010132,Colorado,Tier 2,religious-fasting
ORD010133,Washington,Tier 3,gym
ORD010134,California,Tier 1,late-night
ORD010135,Georgia,Tier 2,daily snack
ORD010136,NY,Tier 1,daily snack
ORD010137,NY,Tier 2,on-the-go
ORD010138,Texas,Tier 1,gym
ORD010139,Illinois,Tier 1,late-night
ORD010140,Washington,Unknown,daily snack
ORD010141,Washington,Tier 3,religious-fasting
ORD010142,Texas,Tier 2,daily snack
ORD010143,New York,Unknown,gym
ORD010144,Florida,Tier 1,gym
ORD010145,Colorado,Tier 3,marathon-prep
ORD010146,Washington,Tier 3,festive
ORD010147,Illinois,Tier 3,late-night
ORD010148,Colorado,Tier 2,marathon-prep
ORD010149,Calfornia,Tier 2,daily snack
ORD010150,New York,Tier 1,daily snack
ORD010151,Georgia,Tier 3,late-night
ORD010152,NY,Tier 2,road-trip
ORD010153,Washington,Tier 1,late-night
ORD010154,NY,Tier 2,on-the-go
ORD010155,Georgia,Tier 1,marathon-prep
ORD010156,Washington,Tier 2,late-night
ORD010157,Illinois,Tier 2,religious-fasting
ORD010158,Colorado,Tier 2,festive
ORD010159,Texas,Tier 3,religious-fasting
ORD010160,California,Tier 3,road-trip
ORD010161,Texas,Tier 1,late-night
ORD010162,Illinois,Tier 2,on-the-go
ORD010163,Georgia,Tier 3,road-trip
ORD010164,California,Tier 2,marathon-prep
ORD010165,Calfornia,Tier 3,gym
ORD010166,New York,Tier 2,marathon-prep
ORD010167,NY,Tier 1,religious-fasting
ORD010168,Texas,Tier 1,on-the-go
ORD010169,Calfornia,Tier 1,late-night
ORD010170,Illinois,Tier 1,late-night
ORD010171,NY,Tier 3,daily snack
ORD010172,Colorado,Unknown,road-trip
ORD010174,Illinois,Tier 3,gym
ORD010175,NY,Unknown,festive
ORD010176,Washington,Tier 3,religious-fasting
ORD010177,Georgia,Tier 3,religious-fasting
ORD010178,Florida,Tier 3,marathon-prep
ORD010180,NY,Tier 1,daily snack
ORD010183,Illinois,Tier 1,marathon-prep
ORD010185,Texas,Tier 2,gym
ORD010187,Texas,Tier 3,religious-fasting
ORD010188,Calfornia,Unknown,festive
ORD010189,California,Tier 3,late-night
ORD010190,Colorado,Tier 2,gym
ORD010191,Washington,Tier 1,road-trip
ORD010192,Illinois,Tier 3,on-the-go
ORD010193,Washington,Tier 2,religious-fasting
ORD010194,California,Tier 2,daily snack
ORD010195,Illinois,Tier 1,marathon-prep
ORD010196,California,Tier 1,late-night
ORD010197,Florida,Tier 3,daily snack
ORD010198,Colorado,Tier 2,marathon-prep
ORD010199,Illinois,Tier 1,late-night
ORD010200,Texas,Tier 2,religious-fasting
ORD010201,Texas,Tier 3,religious-fasting
ORD010202,Georgia,Tier 1,religious-fasting
ORD010203,Illinois,Tier 1,religious-fasting
ORD010204,Calfornia,Tier 3,on-the-go
ORD010205,New York,Tier 2,daily snack
ORD010206,NY,Tier 1,gym
ORD010207,Illinois,Tier 3,on-the-go
ORD010208,Florida,Tier 1,late-night
ORD010209,Florida,Tier 1,road-trip
ORD010210,Georgia,Tier 1,religious-fasting
ORD010211,NY,Unknown,religious-fasting
ORD010212,New York,Tier 2,gym
ORD010213,NY,Tier 2,festive
ORD010214,Colorado,Tier 2,daily snack
ORD010215,Washington,Tier 2,gym
ORD010216,Colorado,Tier 2,festive
ORD010217,California,Tier 1,road-trip
ORD010218,California,Tier 1,late-night
ORD010219,California,Tier 2,gym
ORD010220,Colorado,Tier 1,late-night
ORD010221,Georgia,Tier 1,late-night
ORD010222,Georgia,Tier 1,marathon-prep
ORD010223,NY,Tier 3,religious-fasting
ORD010224,Texas,Unknown,religious-fasting
ORD010225,NY,Tier 3,religious-fasting
ORD010226,Calfornia,Tier 2,religious-fasting
ORD010227,Florida,Tier 1,late-night
ORD010228,Illinois,Unknown,road-trip
ORD010229,California,Unknown,daily snack
ORD010230,Colorado,Tier 3,gym
ORD010231,NY,Unknown,daily snack
ORD010232,Colorado,Tier 1,religious-fasting
ORD010233,Washington,Tier 1,festive
ORD010234,Illinois,Tier 1,religious-fasting
ORD010235,Texas,Tier 1,late-night
ORD010236,Calfornia,Tier 1,on-the-go
ORD010237,New York,Tier 2,on-the-go
ORD010238,New York,Tier 1,road-trip
ORD010239,California,Tier 2,marathon-prep
ORD010240,Georgia,Tier 2,road-trip
ORD010241,Texas,Tier 3,late-night
ORD010242,California,Tier 1,late-night
ORD010243,California,Tier 2,on-the-go
ORD010244,Illinois,Tier 2,late-night
ORD010245,Washington,Tier 2,festive
ORD010246,Georgia,Tier 1,festive
ORD010247,Calfornia,Unknown,late-night
ORD010248,NY,Tier 1,daily snack
ORD010249,Colorado,Tier 3,late-night
ORD010250,NY,Tier 2,religious-fasting
ORD010251,Calfornia,Tier 3,daily snack
ORD010252,Georgia,Tier 1,late-night
ORD010253,Calfornia,Tier 2,marathon-prep
ORD010254,Illinois,Tier 1,road-trip
ORD010255,Georgia,Tier 1,late-night
ORD010256,Colorado,Tier 3,festive
ORD010257,Illinois,Tier 1,daily snack
ORD010258,Calfornia,Tier 1,late-night
ORD010259,Illinois,Tier 1,late-night
ORD010260,Colorado,Tier 3,on-the-go
ORD010261,Calfornia,Tier 2,religious-fasting
ORD010262,California,Unknown,gym
ORD010263,Colorado,Tier 1,festive
ORD010264,Washington,Tier 2,late-night
ORD010265,Colorado,Tier 2,religious-fasting
ORD010267,Calfornia,Tier 1,late-night
ORD010268,NY,Tier 1,daily snack
ORD010269,Illinois,Unknown,road-trip
ORD010270,California,Tier 3,religious-fasting
ORD010271,NY,Unknown,religious-fasting
ORD010272,California,Tier 3,gym
ORD010273,Georgia,Tier 3,on-the-go
ORD010274,NY,Tier 3,marathon-prep
ORD010275,New York,Tier 2,festive
ORD010276,Georgia,Tier 2,on-the-go
ORD010277,Texas,Tier 2,religious-fasting
ORD010278,New York,Tier 2,marathon-prep
ORD010280,Illinois,Tier 1,late-night
ORD010281,California,Tier 3,marathon-prep
ORD010282,New York,Unknown,marathon-prep
ORD010283,California,Unknown,road-trip
ORD010284,Calfornia,Tier 1,late-night
ORD010285,Florida,Tier 1,late-night
ORD010286,NY,Unknown,road-trip
ORD010287,Georgia,Unknown,road-trip
ORD010288,Texas,Tier 3,daily snack
ORD010289,Washington,Tier 1,late-night
ORD010290,Washington,Unknown,on-the-go
ORD010291,Florida,Tier 2,late-night
ORD010292,NY,Tier 1,on-the-go
ORD010293,California,Tier 1,late-night
ORD010294,California,Tier 3,daily snack
ORD010295,Texas,Tier 1,religious-fasting
ORD010296,Texas,Tier 3,late-night
ORD010297,New York,Unknown,gym
ORD010298,Florida,Tier 3,late-night
ORD010299,Calfornia,Tier 1,late-night
ORD010300,Georgia,Unknown,daily snack
ORD010301,Colorado,Unknown,gym
ORD010302,Calfornia,Tier 1,late-night
ORD010303,Calfornia,Tier 1,late-night
ORD010304,Colorado,Tier 3,gym
ORD010305,Illinois,Tier 2,daily snack
ORD010306,Washington,Tier 3,road-trip
ORD010307,Colorado,Tier 2,late-night
ORD010308,New York,Tier 3,festive
ORD010309,New York,Tier 1,late-night
ORD010310,New York,Tier 1,religious-fasting
ORD010311,Washington,Tier 3,gym
ORD010312,Illinois,Tier 1,road-trip
ORD010313,Illinois,Tier 2,on-the-go
ORD010314,Texas,Tier 2,daily snack
ORD010315,California,Tier 2,marathon-prep
ORD010316,New York,Tier 3,marathon-prep
ORD010317,Calfornia,Tier 2,late-night
ORD010318,Texas,Tier 1,late-night
ORD010319,Calfornia,Tier 3,road-trip
ORD010320,New York,Tier 3,marathon-prep
ORD010321,Calfornia,Unknown,religious-fasting
ORD010322,Texas,Tier 1,late-night
ORD010323,Florida,Tier 2,marathon-prep
ORD010324,Washington,Tier 3,marathon-prep
ORD010325,Texas,Tier 2,on-the-go
ORD010326,Calfornia,Tier 2,on-the-go
ORD010327,Texas,Tier 1,late-night
ORD010328,Texas,Tier 3,on-the-go
ORD010329,Colorado,Tier 3,festive
ORD010330,California,Tier 1,late-night
ORD010331,Illinois,Tier 3,on-the-go
ORD010332,Colorado,Tier 2,on-the-go
ORD010333,Texas,Tier 2,marathon-prep
ORD010334,Georgia,Tier 1,on-the-go
ORD010335,New York,Tier 1,road-trip
ORD010336,Washington,Tier 1,late-night
ORD010337,Georgia,Tier 1,late-night
ORD010338,Illinois,Tier 2,religious-fasting
ORD010339,Colorado,Tier 2,festive
ORD010340,NY,Tier 1,late-night
ORD010341,Georgia,Tier 1,festive
ORD010342,New York,Tier 3,on-the-go
ORD010343,Georgia,Tier 2,marathon-prep
ORD010344,Florida,Tier 1,late-night
ORD010346,Washington,Tier 2,road-trip
ORD010347,California,Tier 2,on-the-go
ORD010348,Illinois,Tier 1,late-night
ORD010349,California,Tier 1,late-night
ORD010350,Calfornia,Tier 3,gym
ORD010351,Illinois,Tier 1,festive
ORD010353,Florida,Unknown,road-trip
ORD010354,Florida,Tier 1,daily snack
ORD010355,California,Tier 1,late-night
ORD010356,Texas,Unknown,festive
ORD010358,New York,Tier 2,marathon-prep
ORD010359,NY,Tier 1,late-night
ORD010360,Florida,Tier 1,marathon-prep
ORD010361,California,Tier 2,on-the-go
ORD010362,New York,Tier 1,late-night
ORD010363,Washington,Tier 3,late-night
ORD010364,Calfornia,Tier 2,late-night
ORD010365,Florida,Tier 1,road-trip
ORD010366,California,Tier 2,daily snack
ORD010367,New York,Tier 1,late-night
ORD010368,Florida,Tier 1,festive
ORD010369,Colorado,Tier 1,late-night
ORD010370,Georgia,Tier 2,road-trip
ORD010371,Georgia,Tier 1,marathon-prep
ORD010372,Texas,Tier 2,on-the-go
ORD010373,Georgia,Tier 2,religious-fasting
ORD010374,Georgia,Tier 3,religious-fasting
ORD010375,Illinois,Tier 1,late-night
ORD010376,Texas,Unknown,road-trip
ORD010377,Florida,Tier 2,marathon-prep
ORD010378,New York,Tier 3,festive
ORD010379,Illinois,Tier 1,gym
ORD010380,California,Tier 2,festive
ORD010381,Colorado,Tier 2,road-trip
ORD010382,Georgia,Tier 3,gym
ORD010383,California,Tier 3,gym
ORD010384,Washington,Tier 3,road-trip
ORD010386,Georgia,Tier 1,gym
ORD010387,Illinois,Tier 1,late-night
ORD010388,California,Tier 1,gym
ORD010389,Illinois,Tier 1,on-the-go
ORD010390,Calfornia,Tier 1,gym
ORD010391,Georgia,Tier 1,late-night
ORD010392,Calfornia,Tier 1,late-night
ORD010393,Washington,Unknown,daily snack
ORD010394,Texas,Tier 1,late-night
ORD010395,Washington,Unknown,on-the-go
ORD010396,Calfornia,Tier 1,late-night
ORD010397,Florida,Tier 2,religious-fasting
ORD010398,Washington,Tier 2,daily snack
ORD010399,Florida,Tier 3,late-night
ORD010400,California,Tier 1,late-night
ORD010401,NY,Tier 1,festive
ORD010402,Illinois,Tier 3,gym
ORD010403,Illinois,Tier 1,late-night
ORD010404,Texas,Tier 1,festive
ORD010405,New York,Tier 1,religious-fasting
ORD010406,Texas,Tier 3,festive
ORD010407,Georgia,Tier 1,daily snack
ORD010408,California,Tier 3,late-night
ORD010409,New York,Tier 1,on-the-go
ORD010410,Georgia,Tier 1,religious-fasting
ORD010411,Colorado,Tier 1,on-the-go
ORD010412,Georgia,Tier 1,late-night
ORD010413,Colorado,Tier 1,road-trip
ORD010414,Texas,Tier 1,daily snack
ORD010415,Colorado,Tier 3,religious-fasting
ORD010416,Washington,Tier 2,marathon-prep
ORD010417,Texas,Tier 1,late-night
ORD010418,NY,Unknown,religious-fasting
ORD010419,Washington,Unknown,religious-fasting
ORD010420,New York,Tier 3,gym
ORD010421,Florida,Unknown,religious-fasting
ORD010422,New York,Tier 1,late-night
ORD010423,Texas,Tier 3,daily snack
ORD010424,Illinois,Tier 1,festive
ORD010425,Calfornia,Tier 2,road-trip
ORD010426,Florida,Tier 1,late-night
ORD010427,Illinois,Unknown,religious-fasting
ORD010428,Florida,Tier 3,daily snack
ORD010429,Calfornia,Tier 2,festive
ORD010430,Florida,Unknown,gym
ORD010431,Calfornia,Tier 3,road-trip
ORD010432,Washington,Tier 1,religious-fasting
ORD010433,Calfornia,Tier 2,on-the-go
ORD010434,California,Tier 1,marathon-prep
ORD010435,Florida,Tier 2,religious-fasting
ORD010436,Calfornia,Tier 2,marathon-prep
ORD010437,Florida,Tier 3,late-night
ORD010438,Calfornia,Tier 1,festive
ORD010439,Colorado,Tier 3,daily snack
ORD010440,NY,Tier 3,religious-fasting
ORD010441,Florida,Tier 2,on-the-go
ORD010442,Calfornia,Tier 1,late-night
ORD010443,New York,Tier 2,road-trip
ORD010444,Georgia,Tier 2,gym
ORD010445,Florida,Tier 2,road-trip
ORD010446,Florida,Tier 2,late-night
ORD010447,Colorado,Tier 2,daily snack
ORD010448,NY,Tier 1,late-night
ORD010449,Georgia,Tier 2,festive
ORD010450,Washington,Tier 1,late-night
ORD010451,Texas,Tier 2,marathon-prep
ORD010452,New York,Tier 2,daily snack
ORD010453,New York,Tier 2,festive
ORD010454,California,Tier 1,late-night
ORD010455,Washington,Tier 1,late-night
ORD010457,Florida,Tier 2,festive
ORD010458,Calfornia,Tier 3,marathon-prep
ORD010459,Colorado,Tier 2,religious-fasting
ORD010460,Illinois,Tier 2,gym
ORD010461,Illinois,Unknown,marathon-prep
ORD010462,Illinois,Tier 1,gym
ORD010463,Washington,Tier 1,late-night
ORD010464,Colorado,Tier 1,late-night
ORD010465,Calfornia,Tier 1,gym
ORD010466,Georgia,Unknown,late-night
ORD010467,California,Tier 1,late-night
ORD010468,Texas,Tier 3,daily snack
ORD010469,Washington,Tier 1,late-night
ORD010470,NY,Tier 2,on-the-go
ORD010471,Florida,Tier 1,late-night
ORD010472,Calfornia,Tier 3,daily snack
ORD010473,Texas,Tier 3,daily snack
ORD010475,Georgia,Tier 1,daily snack
ORD010476,Illinois,Tier 2,marathon-prep
ORD010477,Washington,Tier 2,daily snack
ORD010478,Georgia,Tier 3,road-trip
ORD010479,California,Tier 2,gym
ORD010480,Colorado,Tier 3,late-night
ORD010482,Calfornia,Unknown,festive
ORD010483,Washington,Unknown,festive
ORD010484,Calfornia,Tier 3,marathon-prep
ORD010485,Calfornia,Tier 1,late-night
ORD010486,Florida,Tier 1,late-night
ORD010487,New York,Tier 2,marathon-prep
ORD010488,NY,Tier 2,gym
ORD010489,NY,Tier 1,late-night
ORD010490,Florida,Tier 3,marathon-prep
ORD010491,NY,Tier 2,road-trip
ORD010492,New York,Tier 3,gym
ORD010493,Colorado,Tier 1,on-the-go
ORD010494,Colorado,Tier 2,gym
ORD010495,Georgia,Tier 2,religious-fasting
ORD010496,Florida,Tier 1,religious-fasting
ORD010497,Illinois,Tier 1,gym
ORD010498,Colorado,Tier 1,late-night
ORD010499,Florida,Tier 3,festive
ORD010500,Illinois,Unknown,festive
ORD010501,Washington,Tier 2,late-night
ORD010502,Georgia,Unknown,daily snack
ORD010503,Georgia,Tier 2,on-the-go
ORD010504,California,Tier 2,on-the-go
ORD010505,Illinois,Tier 3,festive
ORD010506,Illinois,Tier 2,on-the-go
ORD010507,Texas,Tier 3,on-the-go
ORD010508,Calfornia,Tier 2,marathon-prep
ORD010509,New York,Tier 3,gym
ORD010510,Calfornia,Unknown,daily snack
ORD010511,Texas,Tier 1,late-night
ORD010512,California,Tier 2,religious-fasting
ORD010513,Illinois,Unknown,festive
ORD010514,Calfornia,Tier 2,gym
ORD010515,Washington,Tier 3,festive
ORD010516,Washington,Tier 3,gym
ORD010517,Texas,Unknown,gym
ORD010518,Georgia,Tier 3,daily snack
ORD010519,New York,Tier 1,late-night
ORD010520,Calfornia,Tier 2,festive
ORD010521,Florida,Unknown,religious-fasting
ORD010522,Illinois,Tier 3,festive
ORD010523,California,Tier 1,festive
ORD010524,Illinois,Tier 2,late-night
ORD010525,Texas,Tier 1,late-night
ORD010526,Colorado,Tier 1,late-night
ORD010527,Colorado,Tier 1,late-night
ORD010528,Calfornia,Tier 1,daily snack
ORD010529,Georgia,Tier 2,festive
ORD010530,NY,Tier 2,on-the-go
ORD010531,NY,Tier 1,late-night
ORD010532,Illinois,Tier 3,marathon-prep
ORD010533,California,Tier 1,gym
ORD010534,Calfornia,Tier 1,daily snack
ORD010535,Calfornia,Tier 1,late-night
ORD010536,Calfornia,Tier 2,daily snack
ORD010537,Texas,Unknown,late-night
ORD010538,Colorado,Tier 2,road-trip
ORD010539,New York,Tier 3,on-the-go
ORD010540,Texas,Tier 3,marathon-prep
ORD010541,NY,Tier 1,late-night
ORD010542,Colorado,Tier 1,late-night
ORD010543,Illinois,Tier 3,religious-fasting
ORD010544,Colorado,Tier 1,late-night
ORD010545,Washington,Tier 2,road-trip
ORD010546,California,Tier 1,gym
ORD010547,New York,Tier 3,marathon-prep
ORD010549,NY,Tier 3,marathon-prep
ORD010550,Illinois,Tier 1,marathon-prep
ORD010551,New York,Tier 3,on-the-go
ORD010552,Illinois,Tier 1,religious-fasting
ORD010553,Georgia,Tier 2,festive
ORD010554,Calfornia,Tier 3,daily snack
ORD010555,Illinois,Tier 1,late-night
ORD010556,California,Tier 1,late-night
ORD010557,Texas,Tier 1,late-night
ORD010558,New York,Tier 2,religious-fasting
ORD010559,NY,Tier 2,on-the-go
ORD010560,New York,Tier 2,road-trip
ORD010561,Washington,Tier 3,road-trip
ORD010562,Georgia,Tier 1,on-the-go
ORD010563,Calfornia,Tier 3,on-the-go
ORD010564,NY,Tier 1,on-the-go
ORD010565,Illinois,Tier 1,late-night
ORD010566,Washington,Tier 1,late-night
ORD010567,New York,Tier 2,daily snack
ORD010568,NY,Tier 3,marathon-prep
ORD010569,California,Tier 2,festive
ORD010570,NY,Tier 2,road-trip
ORD010571,Georgia,Tier 2,gym
ORD010572,Georgia,Tier 3,festive
ORD010573,California,Tier 1,on-the-go
ORD010574,Florida,Tier 1,on-the-go
ORD010575,Washington,Tier 1,late-night
ORD010576,NY,Tier 1,late-night
ORD010577,NY,Tier 2,daily snack
ORD010578,Calfornia,Tier 2,religious-fasting
ORD010579,Florida,Unknown,religious-fasting
ORD010580,New York,Tier 2,gym
ORD010581,Calfornia,Tier 1,marathon-prep
ORD010582,Georgia,Tier 3,late-night
ORD010583,Illinois,Tier 2,festive
ORD010584,Texas,Tier 1,late-night
ORD010585,California,Tier 1,late-night
ORD010586,Calfornia,Unknown,road-trip
ORD010587,NY,Tier 1,late-night
ORD010589,California,Tier 2,religious-fasting
ORD010590,Illinois,Unknown,festive
ORD010591,Texas,Tier 3,gym
ORD010592,Georgia,Tier 2,daily snack
ORD010593,NY,Tier 2,marathon-prep
ORD010594,NY,Tier 2,road-trip
ORD010595,New York,Tier 1,gym
ORD010596,Illinois,Tier 3,religious-fasting
ORD010597,California,Tier 1,on-the-go
ORD010598,Florida,Tier 3,festive
ORD010599,NY,Tier 1,religious-fasting
ORD010600,Texas,Tier 1,marathon-prep
ORD010601,Florida,Tier 3,religious-fasting
ORD010602,Illinois,Tier 1,late-night
ORD010603,Washington,Tier 2,road-trip
ORD010604,Texas,Tier 2,marathon-prep
ORD010605,Calfornia,Tier 2,on-the-go
ORD010606,Georgia,Tier 2,on-the-go
ORD010607,Illinois,Tier 3,religious-fasting
ORD010608,NY,Tier 2,daily snack
ORD010609,Texas,Tier 1,daily snack
ORD010610,Illinois,Tier 1,gym
ORD010611,NY,Tier 2,marathon-prep
ORD010612,Illinois,Tier 3,marathon-prep
ORD010613,Washington,Tier 1,marathon-prep
ORD010614,Georgia,Tier 2,gym
ORD010615,Georgia,Tier 2,marathon-prep
ORD010616,Florida,Tier 1,late-night
ORD010617,Washington,Tier 2,daily snack
ORD010618,Florida,Unknown,late-night
ORD010619,Colorado,Tier 3,daily snack
ORD010620,Illinois,Tier 1,late-night
ORD010621,Florida,Tier 3,religious-fasting
ORD010622,New York,Tier 2,daily snack
ORD010623,Washington,Tier 3,gym
ORD010624,NY,Tier 2,religious-fasting
ORD010625,Washington,Tier 2,daily snack
ORD010626,New York,Tier 1,late-night
ORD010627,Illinois,Unknown,road-trip
ORD010628,Washington,Tier 2,religious-fasting
ORD010629,California,Tier 2,daily snack
ORD010630,Texas,Tier 2,festive
ORD010631,Florida,Tier 2,gym
ORD010632,Florida,Tier 1,late-night
ORD010633,Georgia,Tier 1,late-night
ORD010634,Colorado,Tier 2,festive
ORD010635,Washington,Tier 2,gym
ORD010636,Florida,Tier 2,festive
ORD010637,Texas,Unknown,marathon-prep
ORD010638,California,Tier 3,marathon-prep
ORD010639,California,Tier 3,on-the-go
ORD010640,Colorado,Tier 1,road-trip
ORD010641,NY,Tier 1,late-night
ORD010642,New York,Unknown,religious-fasting
ORD010643,Colorado,Unknown,on-the-go
ORD010644,Calfornia,Tier 1,late-night
ORD010645,NY,Tier 2,gym
ORD010646,Georgia,Tier 2,daily snack
ORD010647,Georgia,Unknown,late-night
ORD010648,Colorado,Tier 1,late-night
ORD010649,New York,Tier 1,late-night
ORD010650,Washington,Tier 2,gym
ORD010651,New York,Tier 3,on-the-go
ORD010652,Calfornia,Tier 1,gym
ORD010653,Colorado,Tier 3,daily snack
ORD010654,Texas,Tier 3,gym
ORD010655,New York,Tier 2,marathon-prep
ORD010656,Texas,Tier 3,daily snack
ORD010658,NY,Tier 1,late-night
ORD010659,Washington,Tier 3,daily snack
ORD010660,Washington,Tier 3,religious-fasting
ORD010662,Calfornia,Tier 1,late-night
ORD010663,New York,Tier 1,late-night
ORD010664,Florida,Tier 3,late-night
ORD010665,Washington,Tier 3,road-trip
ORD010666,Illinois,Tier 3,daily snack
ORD010667,Illinois,Tier 1,late-night
ORD010668,New York,Tier 3,festive
ORD010669,Calfornia,Tier 1,late-night
ORD010670,Georgia,Tier 2,gym
ORD010671,NY,Tier 2,marathon-prep
ORD010672,Georgia,Tier 1,late-night
ORD010673,California,Tier 2,late-night
ORD010674,NY,Tier 1,festive
ORD010675,NY,Tier 1,marathon-prep
ORD010676,Colorado,Tier 1,late-night
ORD010677,NY,Tier 3,marathon-prep
ORD010678,California,Tier 2,gym
ORD010679,Florida,Tier 2,gym
ORD010680,Florida,Tier 1,late-night
ORD010681,Florida,Tier 3,road-trip
ORD010682,Colorado,Tier 3,religious-fasting
ORD010683,Colorado,Unknown,gym
ORD010684,California,Tier 1,late-night
ORD010685,Washington,Tier 3,road-trip
ORD010686,Texas,Tier 1,marathon-prep
ORD010687,New York,Tier 3,religious-fasting
ORD010688,Florida,Unknown,road-trip
ORD010689,Georgia,Tier 3,on-the-go
ORD010690,Florida,Tier 1,daily snack
ORD010691,California,Tier 2,road-trip
ORD010692,Colorado,Tier 1,daily snack
ORD010694,Calfornia,Tier 2,on-the-go
ORD010695,Colorado,Tier 1,religious-fasting
ORD010696,NY,Tier 1,late-night
ORD010697,Washington,Unknown,road-trip
ORD010698,Illinois,Tier 1,late-night
ORD010700,California,Tier 2,road-trip
ORD010702,Illinois,Tier 2,road-trip
ORD010703,California,Tier 1,late-night
ORD010704,Texas,Tier 1,late-night
ORD010705,Calfornia,Tier 2,gym
ORD010706,Colorado,Tier 2,road-trip
ORD010707,Colorado,Tier 2,marathon-prep
ORD010708,Colorado,Tier 2,on-the-go
ORD010709,Washington,Tier 1,road-trip
ORD010710,New York,Tier 2,road-trip
ORD010711,Washington,Tier 1,late-night
ORD010712,Washington,Tier 2,on-the-go
ORD010713,Texas,Tier 1,late-night
ORD010714,Texas,Tier 1,road-trip
ORD010715,New York,Unknown,daily snack
ORD010716,Texas,Tier 3,religious-fasting
ORD010717,Colorado,Tier 3,daily snack
ORD010718,California,Tier 3,marathon-prep
ORD010719,Florida,Tier 1,late-night
ORD010720,Calfornia,Tier 1,festive
ORD010721,Illinois,Tier 1,gym
ORD010722,Colorado,Tier 1,religious-fasting
ORD010723,Colorado,Tier 1,late-night
ORD010724,Calfornia,Tier 2,on-the-go
ORD010725,Colorado,Tier 1,late-night
ORD010726,Georgia,Tier 3,marathon-prep
ORD010727,Texas,Unknown,daily snack
ORD010728,New York,Unknown,on-the-go
ORD010729,Texas,Tier 3,late-night
ORD010730,Calfornia,Tier 1,late-night
ORD010731,Texas,Unknown,festive
ORD010732,New York,Tier 1,late-night
ORD010733,California,Tier 2,religious-fasting
ORD010734,NY,Tier 3,festive
ORD010736,Colorado,Unknown,late-night
ORD010737,Florida,Unknown,on-the-go
ORD010738,Calfornia,Tier 2,gym
ORD010739,Calfornia,Unknown,religious-fasting
ORD010740,California,Unknown,festive
ORD010741,Florida,Unknown,festive
ORD010742,California,Tier 1,festive
ORD010743,NY,Tier 3,on-the-go
ORD010744,California,Tier 1,late-night
ORD010745,Colorado,Tier 3,daily snack
ORD010746,Texas,Tier 1,late-night
ORD010747,Washington,Tier 3,on-the-go
ORD010748,Colorado,Tier 3,on-the-go
ORD010749,Calfornia,Tier 1,religious-fasting
ORD010750,Colorado,Tier 2,late-night
ORD010751,Florida,Tier 1,late-night
ORD010752,Texas,Tier 3,on-the-go
ORD010753,Calfornia,Tier 1,late-night
ORD010754,Texas,Tier 2,marathon-prep
ORD010755,California,Tier 1,late-night
ORD010756,New York,Tier 2,festive
ORD010757,Calfornia,Tier 2,festive
ORD010758,Calfornia,Tier 2,on-the-go
ORD010759,Florida,Tier 2,late-night
ORD010760,Florida,Tier 1,late-night
ORD010761,New York,Tier 3,road-trip
ORD010762,Colorado,Tier 2,marathon-prep
ORD010763,California,Tier 3,marathon-prep
ORD010764,Washington,Tier 3,marathon-prep
ORD010765,California,Tier 1,late-night
ORD010766,California,Tier 2,daily snack
ORD010767,Illinois,Unknown,on-the-go
ORD010768,New York,Tier 1,festive
ORD010769,Washington,Tier 2,daily snack
ORD010771,NY,Tier 1,late-night
ORD010772,Washington,Unknown,late-night
ORD010773,Illinois,Tier 2,late-night
ORD010774,Washington,Tier 1,festive
ORD010775,Colorado,Tier 1,late-night
ORD010776,Colorado,Tier 1,late-night
ORD010777,Calfornia,Tier 2,gym
ORD010778,Illinois,Tier 2,daily snack
ORD010779,Florida,Tier 1,late-night
ORD010780,Calfornia,Tier 2,daily snack
ORD010782,Colorado,Tier 3,religious-fasting
ORD010783,Georgia,Tier 1,marathon-prep
ORD010784,California,Tier 1,daily snack
ORD010785,Illinois,Unknown,religious-fasting
ORD010786,Colorado,Tier 3,gym
ORD010787,Colorado,Unknown,daily snack
ORD010788,Illinois,Tier 1,late-night
ORD010789,Calfornia,Tier 2,late-night
ORD010790,Colorado,Tier 3,road-trip
ORD010791,Texas,Tier 3,marathon-prep
ORD010792,Calfornia,Tier 1,late-night
ORD010793,Washington,Tier 2,festive
ORD010794,Florida,Unknown,daily snack
ORD010795,Colorado,Tier 1,gym
ORD010796,Florida,Tier 2,marathon-prep
ORD010797,Calfornia,Tier 1,late-night
ORD010798,Georgia,Tier 1,festive
ORD010799,Calfornia,Tier 3,marathon-prep
ORD010800,Georgia,Tier 2,gym
ORD010801,Illinois,Tier 1,late-night
ORD010802,Florida,Tier 1,late-night
ORD010803,NY,Tier 2,marathon-prep
ORD010804,Illinois,Tier 2,gym
ORD010805,Texas,Tier 2,religious-fasting
ORD010806,California,Tier 1,road-trip
ORD010807,Washington,Tier 2,on-the-go
ORD010808,Calfornia,Tier 2,on-the-go
ORD010809,Florida,Unknown,festive
ORD010810,Calfornia,Tier 1,marathon-prep
ORD010811,Florida,Tier 1,marathon-prep
ORD010812,California,Unknown,road-trip
ORD010813,Washington,Unknown,daily snack
ORD010814,Washington,Tier 3,marathon-prep
ORD010815,Illinois,Tier 1,late-night
